"","SLC_SMT_NEG_143I","SLC_SMT_NEG_16I","SLC_SMT_NEG_89I","SLC_SMT_NEG_194I","SLC_SMT_NEG_18J","SLC_SMT_NEG_142I","SLC_SMT_NEG_15I","SLC_SMT_NEG_91I","SLC_SMT_NEG_197I","SLC_SMT_NEG_101J","SLC_SMT_NEG_17J","SLC_SMT_NEG_141I","SLC_SMT_NEG_18I","SLC_SMT_NEG_88I","SLC_SMT_NEG_193J","SLC_SMT_NEG_159J","SLC_SMT_NEG_103J","SLC_SMT_NEG_155J","SLC_SMT_NEG_137I","SLC_SMT_NEG_101I","SLC_SMT_NEG_17I","SLC_SMT_NEG_158J","SLC_SMT_NEG_110J","SLC_SMT_NEG_153J","SLC_SMT_NEG_193I","SLC_SMT_NEG_159I","SLC_SMT_NEG_103I","SLC_SMT_NEG_155I","SLC_SMT_NEG_191J","SLC_SMT_NEG_160J","SLC_SMT_NEG_192I","SLC_SMT_NEG_158I","SLC_SMT_NEG_110I","SLC_SMT_NEG_153I","SLC_SMT_NEG_109J","SLC_SMT_NEG_152J","SLC_SMT_NEG_191I","SLC_SMT_NEG_156I","SLC_SMT_NEG_144I","SLC_SMT_NEG_160I","SLC_SMT_NEG_109I","SLC_SMT_NEG_90I","SLC_SMT_NEG_152I","SLC_SMT_NEG_142J","SLC_SMT_NEG_15J","SLC_SMT_NEG_91J","SLC_SMT_NEG_141J","SLC_SMT_NEG_194J","SLC_SMT_NEG_75I","SLC_SMT_NEG_89J"
"GGB30294_SGB43258",0,0,8262,0,0,0,0,10869,0,10176,0,0,0,6220,19260,0,0,0,0,6953,0,0,0,6567,22414,0,7601,0,0,0,0,0,14029,0,8441,0,9600,0,0,0,7965,0,0,7472,0,7006,0,0,0,0
"GGB30296_SGB43260",0,0,0,0,0,0,0,12057,0,0,0,0,0,0,24267,0,0,0,0,0,0,0,0,0,16835,0,0,0,0,0,0,0,0,0,14039,0,14785,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30298_SGB43262",0,0,11559,0,0,0,0,22981,0,8123,0,0,0,0,24856,0,0,0,0,0,0,0,0,0,25751,0,0,0,0,0,0,0,9662,0,15871,0,10611,0,0,0,11503,0,0,0,0,13625,0,0,0,2157
"GGB30301_SGB43265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30302_SGB43266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30302_SGB43267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30303_SGB43268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30408_SGB43438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30409_SGB43439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30414_SGB43453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9393,0,0,0,0,0,10955,0,0,0,0,0,0
"GGB30450_SGB43507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
"GGB30450_SGB43508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30451_SGB102185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30454_SGB100837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30454_SGB43514",0,0,0,0,0,0,0,0,13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12747,0,0,12013,0,0,0,14879,0,0,17759,0,0,0,0,0,0,0
"GGB30454_SGB43516",0,0,0,0,0,0,0,14514,0,0,0,0,0,0,27011,0,14537,0,0,0,0,0,0,0,39661,0,0,0,0,0,0,0,15393,0,13891,0,15472,0,0,0,14074,0,0,0,0,0,0,0,0,0
"GGB30455_SGB43519",0,10196,0,0,10462,0,0,8756,0,0,0,0,8845,0,10907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926,0,10327,0,0,0,0,0,0,0,0,0,0,0,0,0,5888,2176
"GGB30457_SGB63218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30460_SGB43527",0,0,0,0,0,0,0,22344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15386,0,0,0,0,0,0,0,0,0,0,0,0,11705,0,0,0,0
"GGB30461_SGB102216",0,0,0,0,0,0,0,27983,0,0,0,0,0,0,48692,0,0,0,0,0,0,0,0,0,55037,0,0,0,0,0,0,0,0,0,0,0,16006,0,0,0,0,0,0,0,0,14340,0,0,0,0
"GGB30461_SGB43529",0,0,0,0,0,0,0,12003,0,0,0,0,0,0,8776,0,11807,0,0,0,0,0,0,0,0,0,12248,0,0,0,0,0,23971,0,12247,0,0,0,0,0,12341,0,0,12969,0,0,0,0,0,0
"GGB30461_SGB63204",0,10734,0,0,14695,0,0,0,0,0,0,0,11728,0,0,0,0,0,13742,0,0,0,0,0,0,0,0,0,0,0,0,11109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30461_SGB63208",0,0,0,0,0,0,0,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948,0,0,0,0,0,0,0,9442,0,0,0,0,0,0,0,0,0,0,10299,0,0,0,0,0,0
"GGB30461_SGB63209",0,0,0,0,0,0,0,36474,0,0,0,0,0,0,12609,0,0,0,0,0,0,0,0,0,13876,0,12135,0,0,0,0,0,45743,0,0,0,10782,0,0,11836,15031,0,0,19842,0,15273,0,0,0,0
"GGB30463_SGB102197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30463_SGB43537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30466_SGB63211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8188,0
"GGB30468_SGB43552",0,0,0,0,0,0,0,7123,0,0,0,0,0,0,10002,0,0,0,0,0,0,0,0,0,11054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30472_SGB43556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8199,0,0,0,0,0,0,0,0,0,8861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30475_SGB63182",0,0,9149,0,0,0,0,11919,0,9075,0,0,0,0,20228,0,0,0,0,0,0,0,0,0,17194,0,8287,0,0,0,0,0,8143,0,0,0,9309,0,0,0,10048,0,0,0,0,7991,0,0,0,0
"GGB30620_SGB43754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB30621_SGB43756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0
"GGB30667_SGB43809",0,0,0,0,0,0,0,0,0,0,0,7128,0,0,0,0,0,0,0,0,0,0,0,0,7623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,0,0,0,0,0,0,0
"GGB30861_SGB44083",8631,13228,139076,0,85390,11681,7352,183871,33853,38412,9010,83721,16243,22949,155284,6901,46721,0,129677,26904,8072,0,38654,33812,112524,0,45605,0,27089,0,11161,207657,99105,19167,127437,0,105772,64488,9320,16918,59167,7878,10112,104203,0,36508,261484,0,81895,0
"GGB31064_SGB44328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31108_SGB44379",0,0,0,0,0,0,0,0,9286,0,0,0,0,0,0,0,8699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7685,0,0,0,0,0,0,0
"GGB31109_SGB44380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31111_SGB44382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31179_SGB44472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31184_SGB44478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096,0,0,0
"GGB31312_SGB44628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31701_SGB45057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3171_SGB4185",0,0,0,0,0,0,0,0,0,0,0,6626,0,6544,13850,0,0,0,0,0,0,0,0,0,7645,0,0,0,0,0,0,0,0,0,9316,0,8359,0,0,6126,0,0,0,13706,0,0,7999,0,0,0
"GGB31793_SGB45163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31822_SGB45198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB31823_SGB45199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290,0,0,0,0,0,0,0,0,0,0
"GGB31841_SGB45219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6623,0,0,0,0,0,0,0,0,0,0
"GGB32371_SGB41694",0,0,14600,0,0,0,0,36730,0,27685,0,0,0,12989,0,0,13977,0,0,18190,0,0,13984,0,0,0,15773,0,0,0,0,0,23780,0,0,0,0,0,0,0,0,0,0,0,0,23435,0,0,0,0
"GGB3583_SGB21441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB3661_SGB41629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42321_SGB59488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42322_SGB59489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,0,0,0,0,0,0,0,0,0,0,0,0,14873,0,0,0,0,0,8056,0,0,0,0,0,4135,0,0,0,0,0,0
"GGB42327_SGB59494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42342_SGB59510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42343_SGB59511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42344_SGB59512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42570_SGB59765",0,0,7509,0,0,0,0,8223,0,0,5902,0,0,0,77153,0,0,0,0,0,0,0,0,0,67635,0,0,0,7250,5977,0,0,0,0,33287,0,15367,0,0,8012,9089,0,0,0,0,8413,0,0,0,0
"GGB42598_SGB59794",0,0,256459,0,0,0,0,135144,16616,27668,22996,0,0,46188,20216,13928,0,0,0,16302,14331,0,0,61591,21376,0,0,0,19614,0,21768,0,14932,0,152122,0,29318,14900,22382,0,64226,15945,0,0,0,35799,0,0,0,79589
"GGB42601_SGB59797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42608_SGB59804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB42646_SGB59844",12555,0,14159,0,0,0,0,37435,0,0,0,0,0,0,23849,0,0,0,0,0,0,0,0,0,43347,0,0,0,0,0,0,0,0,0,11629,0,11734,0,0,0,12096,0,0,25792,0,13031,0,0,0,0
"GGB45293_SGB41002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB45506_SGB63178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB45513_SGB63185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB45514_SGB63186",0,10997,0,0,12905,0,0,10594,0,0,0,0,0,0,18410,0,0,0,13866,0,0,0,0,0,25012,0,0,0,0,0,0,0,0,0,0,0,9487,0,0,0,0,0,0,13514,0,0,146,0,1346,0
"GGB45515_SGB63187",0,0,0,0,0,0,0,6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7959,0,0,0,0,0,0,6831,0,0,5945,0,0,0,0,0,0,0
"GGB45536_SGB63216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB45650_SGB63364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6802,0
"GGB45656_SGB63370",0,0,0,0,0,0,0,0,0,0,0,7947,0,0,0,0,0,0,0,0,0,0,0,0,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10295,0,0,0,0,0,0
"GGB45977_SGB41021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB46159_SGB63927",31753,36706,25493,0,153926,20029,133767,829274,158008,24308,42338,39479,36187,162869,104113,24965,20107,0,701607,14558,22303,0,41010,117074,118925,12590,12388,0,13773,39501,13011,145292,50414,24500,19332,0,25781,366137,17424,297780,13487,10443,0,486592,17817,119591,112987,0,1007101,0
"GGB46162_SGB63930",0,0,0,0,0,0,0,22141,7035,11151,6745,6223,0,9644,34128,0,12000,0,0,0,0,0,7919,15054,8308,0,0,0,6490,6221,0,0,0,0,7990,0,5604,0,0,12332,0,0,0,17671,0,7438,0,0,0,0
"GGB5207_SGB43496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB62427_SGB41546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB70518_SGB94950",0,0,66856,0,0,0,0,39874,0,0,0,0,0,5677,0,0,0,0,0,0,0,0,0,7409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,0,0,0,14513,0,0,0,0
"GGB70852_SGB95305",0,0,16883,8806,0,0,0,1598023,410426,266654,310441,0,0,805019,1913456,0,108069,0,0,54983,79436,0,310861,1453898,1046865,0,9849,0,293808,148104,77365,0,22881,55144,429266,0,815980,0,17532,1204193,85662,11420,0,0,0,434509,0,0,0,11440
"GGB73359_SGB46611",0,0,0,0,0,0,0,3124,0,0,0,0,0,4283,0,0,0,0,0,0,0,0,0,2968,0,0,0,0,0,0,0,0,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB74395_SGB43523",0,0,0,0,0,0,0,7458,0,0,0,0,0,0,10438,0,0,0,0,0,0,0,0,0,8975,0,0,0,0,0,0,0,0,0,0,0,9038,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB74408_SGB43542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9441,0,0,0,0,0,0,0,0,0,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75053_SGB43494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75055_SGB43513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75057_SGB102223",0,0,0,0,0,0,0,6035,0,6630,0,0,0,0,16973,0,0,0,0,0,0,0,0,0,11531,0,0,0,0,0,0,0,0,0,6669,0,6908,0,0,0,5880,0,0,9111,0,0,0,0,0,0
"GGB75060_SGB102173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7216,0,0,0,0,0,0
"GGB75064_SGB102200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75064_SGB43546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75072_SGB102164",0,0,0,0,0,0,0,0,0,0,0,22015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75074_SGB102167",0,0,0,0,0,0,0,24981,0,10541,0,0,0,0,27662,0,11514,0,0,8724,0,0,0,0,29830,0,13316,0,0,0,0,0,36680,0,15614,0,12852,0,0,0,14002,0,0,22702,0,12194,0,0,0,0
"GGB75085_SGB102286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75094_SGB102310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11819,0,0,0,0,0,0
"GGB75104_SGB102231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,0,0,0,0,0,0,0,0,0,4416,0,0,0,0,0,0,0,0,4483,0,0,0,0,0,0
"GGB75112_SGB102247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75314_SGB102498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB75725_SGB102612",0,0,0,0,0,3840,0,11989,0,4407,0,0,0,3587,24963,0,2513,0,0,3590,0,0,3914,4478,34818,0,2906,0,2620,0,2983,0,8035,0,3587,0,4381,0,0,0,3127,0,0,9419,0,3055,0,0,0,0
"GGB75726_SGB102611",0,0,0,0,0,4783,0,3061,0,0,0,0,0,3441,5910,0,0,0,0,0,0,0,0,0,6945,0,3674,0,0,0,0,0,3761,0,3207,0,2991,0,0,0,0,0,0,20808,0,0,0,0,0,0
"GGB75879_SGB103683",0,0,20901,0,0,0,0,547448,82896,9441,26053,0,0,50751,47171,0,5528,0,0,4898,8881,0,10155,71513,66681,0,6331,0,4797,50180,16902,0,17636,6700,6207,0,13844,0,6942,495973,10221,5236,4768,0,0,43460,0,0,0,0
"GGB75896_SGB102365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79592_SGB45219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79594_SGB41414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79628_SGB35895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79698_SGB41545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0
"GGB79729_SGB45197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79741_SGB1950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,0,261,0
"GGB79760_SGB63182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79804_SGB41650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0
"GGB79844_SGB41536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79848_SGB41595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79854_SGB41662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB79948_SGB41679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,0
"GGB79989_SGB41645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGB80032_SGB42945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,242373,0
"GGB80168_SGB43527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518
"GGB9439_SGB42949",0,19343,115876,0,20780,8222,0,230351,47784,27505,10677,0,7541,33903,166730,0,55188,0,0,19085,7638,0,30714,44938,126657,0,116622,0,34114,9870,9004,0,171698,23338,121601,0,104633,0,11323,129383,67032,15768,18104,84840,0,83610,0,0,0,0
"Halomonas_SGB40985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
